"","county","county_code","year","year_code","month","month_code","oe_gestational_age_weekly","oe_gestational_age_weekly_code","births","average_birth_weight"
"17994","St. Lawrence County, NY",36089,2012,2012,"September",9,"39 weeks",39,32,3524.28
"17995","St. Lawrence County, NY",36089,2012,2012,"September",9,"40 weeks",40,26,3506.08
"17996","St. Lawrence County, NY",36089,2012,2012,"October",10,"37 weeks",37,11,3035.82
"17997","St. Lawrence County, NY",36089,2012,2012,"October",10,"38 weeks",38,12,3135.67
"17998","St. Lawrence County, NY",36089,2012,2012,"October",10,"39 weeks",39,39,3445.95
"17999","St. Lawrence County, NY",36089,2012,2012,"October",10,"40 weeks",40,18,3501.22
"18000","St. Lawrence County, NY",36089,2012,2012,"October",10,"41 weeks",41,10,3801.8
"18001","St. Lawrence County, NY",36089,2012,2012,"November",11,"37 weeks",37,12,3040.75
"18002","St. Lawrence County, NY",36089,2012,2012,"November",11,"38 weeks",38,18,3239.83
"18003","St. Lawrence County, NY",36089,2012,2012,"November",11,"39 weeks",39,40,3302.1
"18004","St. Lawrence County, NY",36089,2012,2012,"November",11,"40 weeks",40,13,3455.54
"18005","St. Lawrence County, NY",36089,2012,2012,"December",12,"38 weeks",38,18,3215.39
"18006","St. Lawrence County, NY",36089,2012,2012,"December",12,"39 weeks",39,34,3364.71
"18007","St. Lawrence County, NY",36089,2012,2012,"December",12,"40 weeks",40,18,3593.72
"18008","St. Lawrence County, NY",36089,2012,2012,"December",12,"41 weeks",41,10,3605.9
"18009","St. Lawrence County, NY",36089,2013,2013,"January",1,"38 weeks",38,10,3227.6
"18010","St. Lawrence County, NY",36089,2013,2013,"January",1,"39 weeks",39,28,3416.21
"18011","St. Lawrence County, NY",36089,2013,2013,"January",1,"40 weeks",40,20,3517.65
"18012","St. Lawrence County, NY",36089,2013,2013,"February",2,"39 weeks",39,45,3396.71
"18013","St. Lawrence County, NY",36089,2013,2013,"February",2,"40 weeks",40,23,3596.96
"18014","St. Lawrence County, NY",36089,2013,2013,"March",3,"37 weeks",37,11,2783.73
"18015","St. Lawrence County, NY",36089,2013,2013,"March",3,"38 weeks",38,15,3393.87
"18016","St. Lawrence County, NY",36089,2013,2013,"March",3,"39 weeks",39,38,3639.74
"18017","St. Lawrence County, NY",36089,2013,2013,"March",3,"40 weeks",40,17,3463.82
"18018","St. Lawrence County, NY",36089,2013,2013,"April",4,"39 weeks",39,36,3455.08
"18019","St. Lawrence County, NY",36089,2013,2013,"April",4,"40 weeks",40,15,3585.2
"18020","St. Lawrence County, NY",36089,2013,2013,"May",5,"38 weeks",38,11,2854.64
"18021","St. Lawrence County, NY",36089,2013,2013,"May",5,"39 weeks",39,47,3509.55
"18022","St. Lawrence County, NY",36089,2013,2013,"May",5,"40 weeks",40,29,3584.03
"18023","St. Lawrence County, NY",36089,2013,2013,"June",6,"37 weeks",37,10,3161.7
"18024","St. Lawrence County, NY",36089,2013,2013,"June",6,"38 weeks",38,14,3396
"18025","St. Lawrence County, NY",36089,2013,2013,"June",6,"39 weeks",39,43,3462.93
"18026","St. Lawrence County, NY",36089,2013,2013,"June",6,"40 weeks",40,16,3478
"18027","St. Lawrence County, NY",36089,2013,2013,"July",7,"38 weeks",38,22,3189.41
"18028","St. Lawrence County, NY",36089,2013,2013,"July",7,"39 weeks",39,44,3524.48
"18029","St. Lawrence County, NY",36089,2013,2013,"July",7,"40 weeks",40,24,3529.17
"18030","St. Lawrence County, NY",36089,2013,2013,"July",7,"41 weeks",41,12,3452.5
"18031","St. Lawrence County, NY",36089,2013,2013,"August",8,"39 weeks",39,33,3364.06
"18032","St. Lawrence County, NY",36089,2013,2013,"August",8,"40 weeks",40,20,3680.9
"18033","St. Lawrence County, NY",36089,2013,2013,"August",8,"41 weeks",41,12,3608.75
"18034","St. Lawrence County, NY",36089,2013,2013,"September",9,"39 weeks",39,55,3452.73
"18035","St. Lawrence County, NY",36089,2013,2013,"September",9,"40 weeks",40,26,3421.08
"18036","St. Lawrence County, NY",36089,2013,2013,"October",10,"38 weeks",38,26,3257.54
"18037","St. Lawrence County, NY",36089,2013,2013,"October",10,"39 weeks",39,43,3428.26
"18038","St. Lawrence County, NY",36089,2013,2013,"October",10,"40 weeks",40,24,3659.25
"18039","St. Lawrence County, NY",36089,2013,2013,"November",11,"39 weeks",39,22,3573.91
"18040","St. Lawrence County, NY",36089,2013,2013,"November",11,"40 weeks",40,16,3487.88
"18041","St. Lawrence County, NY",36089,2013,2013,"December",12,"37 weeks",37,10,3394.9
"18042","St. Lawrence County, NY",36089,2013,2013,"December",12,"38 weeks",38,13,3095.08
"18043","St. Lawrence County, NY",36089,2013,2013,"December",12,"39 weeks",39,35,3563.57
"18044","St. Lawrence County, NY",36089,2013,2013,"December",12,"40 weeks",40,23,3560.43
"18045","St. Lawrence County, NY",36089,2013,2013,"December",12,"41 weeks",41,12,3911.58
"18046","St. Lawrence County, NY",36089,2014,2014,"January",1,"38 weeks",38,13,3452.31
"18047","St. Lawrence County, NY",36089,2014,2014,"January",1,"39 weeks",39,33,3385.27
"18048","St. Lawrence County, NY",36089,2014,2014,"January",1,"40 weeks",40,19,3530.84
"18049","St. Lawrence County, NY",36089,2014,2014,"January",1,"41 weeks",41,11,3786.64
"18050","St. Lawrence County, NY",36089,2014,2014,"February",2,"38 weeks",38,16,3058.12
"18051","St. Lawrence County, NY",36089,2014,2014,"February",2,"39 weeks",39,31,3462.9
"18052","St. Lawrence County, NY",36089,2014,2014,"February",2,"40 weeks",40,10,3650.4
"18053","St. Lawrence County, NY",36089,2014,2014,"March",3,"38 weeks",38,10,3252.1
"18054","St. Lawrence County, NY",36089,2014,2014,"March",3,"39 weeks",39,36,3426.83
"18055","St. Lawrence County, NY",36089,2014,2014,"March",3,"40 weeks",40,18,3751.56
"18056","St. Lawrence County, NY",36089,2014,2014,"March",3,"41 weeks",41,13,3814.23
"18057","St. Lawrence County, NY",36089,2014,2014,"April",4,"38 weeks",38,12,3195.5
"18058","St. Lawrence County, NY",36089,2014,2014,"April",4,"39 weeks",39,31,3414.61
"18059","St. Lawrence County, NY",36089,2014,2014,"April",4,"40 weeks",40,20,3577.55
"18060","St. Lawrence County, NY",36089,2014,2014,"May",5,"37 weeks",37,10,3393.1
"18061","St. Lawrence County, NY",36089,2014,2014,"May",5,"38 weeks",38,14,3185.79
"18062","St. Lawrence County, NY",36089,2014,2014,"May",5,"39 weeks",39,48,3401.81
"18063","St. Lawrence County, NY",36089,2014,2014,"May",5,"40 weeks",40,13,3683.31
"18064","St. Lawrence County, NY",36089,2014,2014,"June",6,"38 weeks",38,27,3295.04
"18065","St. Lawrence County, NY",36089,2014,2014,"June",6,"39 weeks",39,40,3497.8
"18066","St. Lawrence County, NY",36089,2014,2014,"June",6,"40 weeks",40,17,3559.59
"18067","St. Lawrence County, NY",36089,2014,2014,"July",7,"38 weeks",38,12,3232.58
"18068","St. Lawrence County, NY",36089,2014,2014,"July",7,"39 weeks",39,39,3549.44
"18069","St. Lawrence County, NY",36089,2014,2014,"July",7,"40 weeks",40,15,3518.13
"18070","St. Lawrence County, NY",36089,2014,2014,"August",8,"37 weeks",37,10,2861.7
"18071","St. Lawrence County, NY",36089,2014,2014,"August",8,"38 weeks",38,10,3307
"18072","St. Lawrence County, NY",36089,2014,2014,"August",8,"39 weeks",39,27,3278.15
"18073","St. Lawrence County, NY",36089,2014,2014,"August",8,"40 weeks",40,19,3515.78
"18074","St. Lawrence County, NY",36089,2014,2014,"August",8,"41 weeks",41,11,3883.55
"18075","St. Lawrence County, NY",36089,2014,2014,"September",9,"38 weeks",38,12,3376.67
"18076","St. Lawrence County, NY",36089,2014,2014,"September",9,"39 weeks",39,36,3409.47
"18077","St. Lawrence County, NY",36089,2014,2014,"September",9,"40 weeks",40,25,3452.24
"18078","St. Lawrence County, NY",36089,2014,2014,"October",10,"38 weeks",38,13,3453.54
"18079","St. Lawrence County, NY",36089,2014,2014,"October",10,"39 weeks",39,32,3479.94
"18080","St. Lawrence County, NY",36089,2014,2014,"October",10,"40 weeks",40,18,3535.72
"18081","St. Lawrence County, NY",36089,2014,2014,"October",10,"41 weeks",41,10,3904.6
"18082","St. Lawrence County, NY",36089,2014,2014,"November",11,"38 weeks",38,12,3181.92
"18083","St. Lawrence County, NY",36089,2014,2014,"November",11,"39 weeks",39,35,3421.97
"18084","St. Lawrence County, NY",36089,2014,2014,"November",11,"40 weeks",40,16,3629.5
"18085","St. Lawrence County, NY",36089,2014,2014,"December",12,"38 weeks",38,10,3290.8
"18086","St. Lawrence County, NY",36089,2014,2014,"December",12,"39 weeks",39,32,3496.31
"18087","St. Lawrence County, NY",36089,2014,2014,"December",12,"40 weeks",40,15,3500
"18088","St. Lawrence County, NY",36089,2014,2014,"December",12,"41 weeks",41,12,3543.58
"18089","St. Lawrence County, NY",36089,2015,2015,"January",1,"39 weeks",39,29,3346.14
"18090","St. Lawrence County, NY",36089,2015,2015,"January",1,"40 weeks",40,31,3673.03
"18091","St. Lawrence County, NY",36089,2015,2015,"February",2,"38 weeks",38,11,3090.45
"18092","St. Lawrence County, NY",36089,2015,2015,"February",2,"39 weeks",39,35,3431.51
"18093","St. Lawrence County, NY",36089,2015,2015,"February",2,"40 weeks",40,22,3595.18
"18094","St. Lawrence County, NY",36089,2015,2015,"February",2,"41 weeks",41,11,3659.73
"18095","St. Lawrence County, NY",36089,2015,2015,"March",3,"39 weeks",39,25,3614.08
"18096","St. Lawrence County, NY",36089,2015,2015,"March",3,"40 weeks",40,23,3565.41
"18097","St. Lawrence County, NY",36089,2015,2015,"March",3,"41 weeks",41,11,3716.27
"18098","St. Lawrence County, NY",36089,2015,2015,"April",4,"38 weeks",38,10,3256.9
"18099","St. Lawrence County, NY",36089,2015,2015,"April",4,"39 weeks",39,41,3336.46
"18100","St. Lawrence County, NY",36089,2015,2015,"April",4,"40 weeks",40,21,3596.19
"18101","St. Lawrence County, NY",36089,2015,2015,"April",4,"41 weeks",41,14,3629.43
"18102","St. Lawrence County, NY",36089,2015,2015,"May",5,"39 weeks",39,33,3527.27
"18103","St. Lawrence County, NY",36089,2015,2015,"May",5,"40 weeks",40,21,3568.19
"18104","St. Lawrence County, NY",36089,2015,2015,"May",5,"41 weeks",41,14,3704.71
"18105","St. Lawrence County, NY",36089,2015,2015,"May",5,"Unknown",99,12,3507.43
"18106","St. Lawrence County, NY",36089,2015,2015,"June",6,"38 weeks",38,12,3401.25
"18107","St. Lawrence County, NY",36089,2015,2015,"June",6,"39 weeks",39,39,3481.18
"18108","St. Lawrence County, NY",36089,2015,2015,"June",6,"40 weeks",40,24,3727.79
"18109","St. Lawrence County, NY",36089,2015,2015,"June",6,"41 weeks",41,11,3571
"18110","St. Lawrence County, NY",36089,2015,2015,"July",7,"38 weeks",38,10,3121.5
"18111","St. Lawrence County, NY",36089,2015,2015,"July",7,"39 weeks",39,44,3568.55
"18112","St. Lawrence County, NY",36089,2015,2015,"July",7,"40 weeks",40,30,3591.93
"18113","St. Lawrence County, NY",36089,2015,2015,"August",8,"38 weeks",38,10,3245
"18114","St. Lawrence County, NY",36089,2015,2015,"August",8,"39 weeks",39,27,3476.41
"18115","St. Lawrence County, NY",36089,2015,2015,"August",8,"40 weeks",40,22,3621.59
"18116","St. Lawrence County, NY",36089,2015,2015,"August",8,"41 weeks",41,13,3732.92
"18117","St. Lawrence County, NY",36089,2015,2015,"September",9,"37 weeks",37,10,3231.7
"18118","St. Lawrence County, NY",36089,2015,2015,"September",9,"39 weeks",39,27,3400.7
"18119","St. Lawrence County, NY",36089,2015,2015,"September",9,"40 weeks",40,28,3605.14
"18120","St. Lawrence County, NY",36089,2015,2015,"October",10,"38 weeks",38,13,3255.38
"18121","St. Lawrence County, NY",36089,2015,2015,"October",10,"39 weeks",39,40,3385.97
"18122","St. Lawrence County, NY",36089,2015,2015,"October",10,"40 weeks",40,23,3512.57
"18123","St. Lawrence County, NY",36089,2015,2015,"October",10,"41 weeks",41,16,3721.75
"18124","St. Lawrence County, NY",36089,2015,2015,"November",11,"39 weeks",39,31,3608.1
"18125","St. Lawrence County, NY",36089,2015,2015,"November",11,"40 weeks",40,17,3438.41
"18126","St. Lawrence County, NY",36089,2015,2015,"November",11,"41 weeks",41,13,3622.31
"18127","St. Lawrence County, NY",36089,2015,2015,"December",12,"38 weeks",38,12,3058.67
"18128","St. Lawrence County, NY",36089,2015,2015,"December",12,"39 weeks",39,35,3486.34
"18129","St. Lawrence County, NY",36089,2015,2015,"December",12,"40 weeks",40,14,3756.29
"18130","St. Lawrence County, NY",36089,2015,2015,"December",12,"41 weeks",41,11,3840.82
"18131","St. Lawrence County, NY",36089,2016,2016,"January",1,"39 weeks",39,38,3346.32
"18132","St. Lawrence County, NY",36089,2016,2016,"January",1,"40 weeks",40,13,3537.85
"18133","St. Lawrence County, NY",36089,2016,2016,"January",1,"41 weeks",41,11,3697.09
"18134","St. Lawrence County, NY",36089,2016,2016,"February",2,"37 weeks",37,10,2989.5
"18135","St. Lawrence County, NY",36089,2016,2016,"February",2,"38 weeks",38,12,3085.33
"18136","St. Lawrence County, NY",36089,2016,2016,"February",2,"39 weeks",39,29,3339.86
"18137","St. Lawrence County, NY",36089,2016,2016,"February",2,"40 weeks",40,13,3541.92
"18138","St. Lawrence County, NY",36089,2016,2016,"March",3,"38 weeks",38,10,3210.8
"18139","St. Lawrence County, NY",36089,2016,2016,"March",3,"39 weeks",39,33,3493.24
"18140","St. Lawrence County, NY",36089,2016,2016,"March",3,"40 weeks",40,20,3354.7
"18141","St. Lawrence County, NY",36089,2016,2016,"March",3,"41 weeks",41,11,3629.82
"18142","St. Lawrence County, NY",36089,2016,2016,"April",4,"39 weeks",39,35,3506.34
"18143","St. Lawrence County, NY",36089,2016,2016,"April",4,"40 weeks",40,16,3385.62
"18144","St. Lawrence County, NY",36089,2016,2016,"May",5,"37 weeks",37,12,3159.08
"18145","St. Lawrence County, NY",36089,2016,2016,"May",5,"39 weeks",39,37,3316.22
"18146","St. Lawrence County, NY",36089,2016,2016,"May",5,"40 weeks",40,21,3833.1
"18147","St. Lawrence County, NY",36089,2016,2016,"June",6,"38 weeks",38,14,3320.5
"18148","St. Lawrence County, NY",36089,2016,2016,"June",6,"39 weeks",39,32,3466.94
"18149","St. Lawrence County, NY",36089,2016,2016,"June",6,"40 weeks",40,17,3598.53
"18150","St. Lawrence County, NY",36089,2016,2016,"July",7,"38 weeks",38,16,3132.88
"18151","St. Lawrence County, NY",36089,2016,2016,"July",7,"39 weeks",39,41,3490.17
"18152","St. Lawrence County, NY",36089,2016,2016,"July",7,"40 weeks",40,21,3658
"18153","St. Lawrence County, NY",36089,2016,2016,"July",7,"41 weeks",41,11,3592.55
"18154","St. Lawrence County, NY",36089,2016,2016,"August",8,"38 weeks",38,14,3372.57
"18155","St. Lawrence County, NY",36089,2016,2016,"August",8,"39 weeks",39,46,3488.28
"18156","St. Lawrence County, NY",36089,2016,2016,"August",8,"40 weeks",40,16,3730.06
"18157","St. Lawrence County, NY",36089,2016,2016,"August",8,"41 weeks",41,13,3690.46
"18158","St. Lawrence County, NY",36089,2016,2016,"September",9,"38 weeks",38,16,3176.81
"18159","St. Lawrence County, NY",36089,2016,2016,"September",9,"39 weeks",39,28,3413.11
"18160","St. Lawrence County, NY",36089,2016,2016,"September",9,"40 weeks",40,24,3625.7
"18161","St. Lawrence County, NY",36089,2016,2016,"September",9,"41 weeks",41,17,3623.94
"18162","St. Lawrence County, NY",36089,2016,2016,"October",10,"38 weeks",38,12,3426.42
"18163","St. Lawrence County, NY",36089,2016,2016,"October",10,"39 weeks",39,33,3486.67
"18164","St. Lawrence County, NY",36089,2016,2016,"October",10,"40 weeks",40,19,3653.32
"18165","St. Lawrence County, NY",36089,2016,2016,"October",10,"41 weeks",41,10,3661.8
"18166","St. Lawrence County, NY",36089,2016,2016,"November",11,"37 weeks",37,10,3210.4
"18167","St. Lawrence County, NY",36089,2016,2016,"November",11,"38 weeks",38,11,2910.27
"18168","St. Lawrence County, NY",36089,2016,2016,"November",11,"39 weeks",39,21,3443.62
"18169","St. Lawrence County, NY",36089,2016,2016,"November",11,"40 weeks",40,15,3439.93
"18170","St. Lawrence County, NY",36089,2016,2016,"December",12,"38 weeks",38,10,3133.1
"18171","St. Lawrence County, NY",36089,2016,2016,"December",12,"39 weeks",39,39,3543.58
"18172","St. Lawrence County, NY",36089,2016,2016,"December",12,"40 weeks",40,13,3524.54
"18173","St. Lawrence County, NY",36089,2017,2017,"January",1,"39 weeks",39,35,3557.06
"18174","St. Lawrence County, NY",36089,2017,2017,"January",1,"40 weeks",40,11,3748.64
"18175","St. Lawrence County, NY",36089,2017,2017,"January",1,"41 weeks",41,10,3759.3
"18176","St. Lawrence County, NY",36089,2017,2017,"February",2,"38 weeks",38,14,3202.43
"18177","St. Lawrence County, NY",36089,2017,2017,"February",2,"39 weeks",39,23,3428
"18178","St. Lawrence County, NY",36089,2017,2017,"February",2,"40 weeks",40,15,3538.67
"18179","St. Lawrence County, NY",36089,2017,2017,"March",3,"39 weeks",39,32,3347.41
"18180","St. Lawrence County, NY",36089,2017,2017,"March",3,"40 weeks",40,20,3490.4
"18181","St. Lawrence County, NY",36089,2017,2017,"April",4,"39 weeks",39,17,3476.65
"18182","St. Lawrence County, NY",36089,2017,2017,"April",4,"40 weeks",40,19,3541.58
"18183","St. Lawrence County, NY",36089,2017,2017,"May",5,"39 weeks",39,30,3457.1
"18184","St. Lawrence County, NY",36089,2017,2017,"May",5,"40 weeks",40,14,3578.36
"18185","St. Lawrence County, NY",36089,2017,2017,"June",6,"38 weeks",38,15,3399.71
"18186","St. Lawrence County, NY",36089,2017,2017,"June",6,"39 weeks",39,55,3453.49
"18187","St. Lawrence County, NY",36089,2017,2017,"June",6,"40 weeks",40,16,3531.81
"18188","St. Lawrence County, NY",36089,2017,2017,"June",6,"41 weeks",41,10,3615.2
"18189","St. Lawrence County, NY",36089,2017,2017,"July",7,"37 weeks",37,11,2908.64
"18190","St. Lawrence County, NY",36089,2017,2017,"July",7,"38 weeks",38,14,3357.79
"18191","St. Lawrence County, NY",36089,2017,2017,"July",7,"39 weeks",39,26,3335.58
"18192","St. Lawrence County, NY",36089,2017,2017,"July",7,"40 weeks",40,17,3391.76
"18193","St. Lawrence County, NY",36089,2017,2017,"July",7,"41 weeks",41,13,3510.62
"18194","St. Lawrence County, NY",36089,2017,2017,"August",8,"39 weeks",39,43,3446.95
"18195","St. Lawrence County, NY",36089,2017,2017,"August",8,"40 weeks",40,26,3607.68
"18196","St. Lawrence County, NY",36089,2017,2017,"August",8,"41 weeks",41,12,3665.33
"18197","St. Lawrence County, NY",36089,2017,2017,"September",9,"38 weeks",38,13,2993.31
"18198","St. Lawrence County, NY",36089,2017,2017,"September",9,"39 weeks",39,39,3638.54
"18199","St. Lawrence County, NY",36089,2017,2017,"September",9,"40 weeks",40,12,3646.67
"18200","St. Lawrence County, NY",36089,2017,2017,"October",10,"39 weeks",39,25,3432.32
"18201","St. Lawrence County, NY",36089,2017,2017,"October",10,"40 weeks",40,17,3376.94
"18202","St. Lawrence County, NY",36089,2017,2017,"November",11,"38 weeks",38,10,3507.2
"18203","St. Lawrence County, NY",36089,2017,2017,"November",11,"39 weeks",39,30,3481.57
"18204","St. Lawrence County, NY",36089,2017,2017,"November",11,"40 weeks",40,13,3393.23
"18205","St. Lawrence County, NY",36089,2017,2017,"December",12,"38 weeks",38,15,3250.93
"18206","St. Lawrence County, NY",36089,2017,2017,"December",12,"39 weeks",39,25,3392.4
"18207","St. Lawrence County, NY",36089,2017,2017,"December",12,"40 weeks",40,12,3518
"18208","Saratoga County, NY",36091,2007,2007,"January",1,"35 weeks",35,11,2343.27
"18209","Saratoga County, NY",36091,2007,2007,"January",1,"37 weeks",37,15,3084.8
"18210","Saratoga County, NY",36091,2007,2007,"January",1,"38 weeks",38,31,3358.45
"18211","Saratoga County, NY",36091,2007,2007,"January",1,"39 weeks",39,55,3556.49
"18212","Saratoga County, NY",36091,2007,2007,"January",1,"40 weeks",40,36,3623.44
"18213","Saratoga County, NY",36091,2007,2007,"January",1,"41 weeks",41,20,3705
"18214","Saratoga County, NY",36091,2007,2007,"February",2,"37 weeks",37,18,3217.61
"18215","Saratoga County, NY",36091,2007,2007,"February",2,"38 weeks",38,34,3189.94
"18216","Saratoga County, NY",36091,2007,2007,"February",2,"39 weeks",39,54,3554
"18217","Saratoga County, NY",36091,2007,2007,"February",2,"40 weeks",40,35,3588.97
"18218","Saratoga County, NY",36091,2007,2007,"February",2,"41 weeks",41,24,3666.21
"18219","Saratoga County, NY",36091,2007,2007,"March",3,"37 weeks",37,15,3269.27
"18220","Saratoga County, NY",36091,2007,2007,"March",3,"38 weeks",38,35,3276.29
"18221","Saratoga County, NY",36091,2007,2007,"March",3,"39 weeks",39,60,3420.55
"18222","Saratoga County, NY",36091,2007,2007,"March",3,"40 weeks",40,54,3699.2
"18223","Saratoga County, NY",36091,2007,2007,"March",3,"41 weeks",41,20,3736.8
"18224","Saratoga County, NY",36091,2007,2007,"April",4,"37 weeks",37,12,3219.5
"18225","Saratoga County, NY",36091,2007,2007,"April",4,"38 weeks",38,37,3408.76
"18226","Saratoga County, NY",36091,2007,2007,"April",4,"39 weeks",39,47,3480.62
"18227","Saratoga County, NY",36091,2007,2007,"April",4,"40 weeks",40,65,3677.46
"18228","Saratoga County, NY",36091,2007,2007,"April",4,"41 weeks",41,19,3616.84
"18229","Saratoga County, NY",36091,2007,2007,"May",5,"37 weeks",37,15,3063.6
"18230","Saratoga County, NY",36091,2007,2007,"May",5,"38 weeks",38,33,3316.48
"18231","Saratoga County, NY",36091,2007,2007,"May",5,"39 weeks",39,65,3384.05
"18232","Saratoga County, NY",36091,2007,2007,"May",5,"40 weeks",40,46,3679.61
"18233","Saratoga County, NY",36091,2007,2007,"May",5,"41 weeks",41,25,3758.48
"18234","Saratoga County, NY",36091,2007,2007,"June",6,"37 weeks",37,15,3116.93
"18235","Saratoga County, NY",36091,2007,2007,"June",6,"38 weeks",38,50,3381.72
"18236","Saratoga County, NY",36091,2007,2007,"June",6,"39 weeks",39,83,3468.11
"18237","Saratoga County, NY",36091,2007,2007,"June",6,"40 weeks",40,46,3624.57
"18238","Saratoga County, NY",36091,2007,2007,"June",6,"41 weeks",41,20,3810.95
"18239","Saratoga County, NY",36091,2007,2007,"July",7,"36 weeks",36,13,2924.38
"18240","Saratoga County, NY",36091,2007,2007,"July",7,"37 weeks",37,16,3183.31
"18241","Saratoga County, NY",36091,2007,2007,"July",7,"38 weeks",38,39,3337.46
"18242","Saratoga County, NY",36091,2007,2007,"July",7,"39 weeks",39,44,3441.16
"18243","Saratoga County, NY",36091,2007,2007,"July",7,"40 weeks",40,60,3640.58
"18244","Saratoga County, NY",36091,2007,2007,"July",7,"41 weeks",41,14,3807.79
"18245","Saratoga County, NY",36091,2007,2007,"August",8,"37 weeks",37,22,3004.36
"18246","Saratoga County, NY",36091,2007,2007,"August",8,"38 weeks",38,36,3380.19
"18247","Saratoga County, NY",36091,2007,2007,"August",8,"39 weeks",39,51,3439.33
"18248","Saratoga County, NY",36091,2007,2007,"August",8,"40 weeks",40,54,3603.78
"18249","Saratoga County, NY",36091,2007,2007,"August",8,"41 weeks",41,21,3785.71
"18250","Saratoga County, NY",36091,2007,2007,"September",9,"37 weeks",37,11,3229.27
"18251","Saratoga County, NY",36091,2007,2007,"September",9,"38 weeks",38,41,3340.59
"18252","Saratoga County, NY",36091,2007,2007,"September",9,"39 weeks",39,48,3435.48
"18253","Saratoga County, NY",36091,2007,2007,"September",9,"40 weeks",40,50,3498
"18254","Saratoga County, NY",36091,2007,2007,"September",9,"41 weeks",41,17,3742.71
"18255","Saratoga County, NY",36091,2007,2007,"October",10,"36 weeks",36,10,2503.7
"18256","Saratoga County, NY",36091,2007,2007,"October",10,"37 weeks",37,16,3242.81
"18257","Saratoga County, NY",36091,2007,2007,"October",10,"38 weeks",38,31,3302.61
"18258","Saratoga County, NY",36091,2007,2007,"October",10,"39 weeks",39,57,3415.42
"18259","Saratoga County, NY",36091,2007,2007,"October",10,"40 weeks",40,44,3502.91
"18260","Saratoga County, NY",36091,2007,2007,"October",10,"41 weeks",41,21,3665.14
"18261","Saratoga County, NY",36091,2007,2007,"November",11,"36 weeks",36,13,2811.77
"18262","Saratoga County, NY",36091,2007,2007,"November",11,"37 weeks",37,19,3073.58
"18263","Saratoga County, NY",36091,2007,2007,"November",11,"38 weeks",38,32,3239.03
"18264","Saratoga County, NY",36091,2007,2007,"November",11,"39 weeks",39,48,3509.67
"18265","Saratoga County, NY",36091,2007,2007,"November",11,"40 weeks",40,51,3715.67
"18266","Saratoga County, NY",36091,2007,2007,"November",11,"41 weeks",41,14,3677.57
"18267","Saratoga County, NY",36091,2007,2007,"December",12,"37 weeks",37,17,3028.76
"18268","Saratoga County, NY",36091,2007,2007,"December",12,"38 weeks",38,42,3324.02
"18269","Saratoga County, NY",36091,2007,2007,"December",12,"39 weeks",39,45,3320.24
"18270","Saratoga County, NY",36091,2007,2007,"December",12,"40 weeks",40,36,3595.44
"18271","Saratoga County, NY",36091,2007,2007,"December",12,"41 weeks",41,20,3666.9
"18272","Saratoga County, NY",36091,2008,2008,"January",1,"37 weeks",37,17,3069.29
"18273","Saratoga County, NY",36091,2008,2008,"January",1,"38 weeks",38,38,3284.55
"18274","Saratoga County, NY",36091,2008,2008,"January",1,"39 weeks",39,42,3427.52
"18275","Saratoga County, NY",36091,2008,2008,"January",1,"40 weeks",40,43,3609.51
"18276","Saratoga County, NY",36091,2008,2008,"January",1,"41 weeks",41,16,3644.25
"18277","Saratoga County, NY",36091,2008,2008,"February",2,"38 weeks",38,40,3346.7
"18278","Saratoga County, NY",36091,2008,2008,"February",2,"39 weeks",39,55,3534.98
"18279","Saratoga County, NY",36091,2008,2008,"February",2,"40 weeks",40,42,3730.69
"18280","Saratoga County, NY",36091,2008,2008,"February",2,"41 weeks",41,10,3709.6
"18281","Saratoga County, NY",36091,2008,2008,"March",3,"37 weeks",37,13,2961.46
"18282","Saratoga County, NY",36091,2008,2008,"March",3,"38 weeks",38,26,3442.46
"18283","Saratoga County, NY",36091,2008,2008,"March",3,"39 weeks",39,49,3457.65
"18284","Saratoga County, NY",36091,2008,2008,"March",3,"40 weeks",40,52,3615.4
"18285","Saratoga County, NY",36091,2008,2008,"March",3,"41 weeks",41,17,3672.47
"18286","Saratoga County, NY",36091,2008,2008,"April",4,"37 weeks",37,17,3138.53
"18287","Saratoga County, NY",36091,2008,2008,"April",4,"38 weeks",38,38,3197.47
"18288","Saratoga County, NY",36091,2008,2008,"April",4,"39 weeks",39,60,3499.13
"18289","Saratoga County, NY",36091,2008,2008,"April",4,"40 weeks",40,52,3544.77
"18290","Saratoga County, NY",36091,2008,2008,"April",4,"41 weeks",41,15,3667.87
"18291","Saratoga County, NY",36091,2008,2008,"May",5,"37 weeks",37,21,2918.86
"18292","Saratoga County, NY",36091,2008,2008,"May",5,"38 weeks",38,42,3316.88
"18293","Saratoga County, NY",36091,2008,2008,"May",5,"39 weeks",39,64,3552.67
"18294","Saratoga County, NY",36091,2008,2008,"May",5,"40 weeks",40,51,3621.94
"18295","Saratoga County, NY",36091,2008,2008,"May",5,"41 weeks",41,28,3643.14
"18296","Saratoga County, NY",36091,2008,2008,"June",6,"37 weeks",37,16,3120.69
"18297","Saratoga County, NY",36091,2008,2008,"June",6,"38 weeks",38,27,3256.15
"18298","Saratoga County, NY",36091,2008,2008,"June",6,"39 weeks",39,75,3485.17
"18299","Saratoga County, NY",36091,2008,2008,"June",6,"40 weeks",40,45,3742.11
"18300","Saratoga County, NY",36091,2008,2008,"June",6,"41 weeks",41,20,3579.55
