"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Tobacco Use"	"Tobacco Use Code"	Births	Average Birth Weight	Average Age of Mother	Average LMP Gestational Age	Average OE Gestational Age
	"Oneida County, NY"	"36065"	"2016"	"2016"	"March"	"3"	"Yes"	"1"	34	3175.56	25.38	38.94	38.53
	"Oneida County, NY"	"36065"	"2016"	"2016"	"March"	"3"	"No"	"2"	171	3427.72	28.40	38.68	38.53
	"Oneida County, NY"	"36065"	"2016"	"2016"	"April"	"4"	"Yes"	"1"	31	2895.58	27.29	37.26	37.42
	"Oneida County, NY"	"36065"	"2016"	"2016"	"April"	"4"	"No"	"2"	193	3247.16	28.02	38.44	38.16
	"Oneida County, NY"	"36065"	"2016"	"2016"	"May"	"5"	"Yes"	"1"	32	3026.72	26.88	38.47	38.44
	"Oneida County, NY"	"36065"	"2016"	"2016"	"May"	"5"	"No"	"2"	168	3342.13	28.32	38.75	38.62
	"Oneida County, NY"	"36065"	"2016"	"2016"	"June"	"6"	"Yes"	"1"	27	3224.04	28.33	39.04	38.67
	"Oneida County, NY"	"36065"	"2016"	"2016"	"June"	"6"	"No"	"2"	200	3356.39	28.02	38.80	38.60
	"Oneida County, NY"	"36065"	"2016"	"2016"	"July"	"7"	"Yes"	"1"	28	3256.57	27.04	39.21	39.00
	"Oneida County, NY"	"36065"	"2016"	"2016"	"July"	"7"	"No"	"2"	196	3373.87	28.08	38.88	38.70
	"Oneida County, NY"	"36065"	"2016"	"2016"	"August"	"8"	"Yes"	"1"	27	3414.74	27.11	39.15	38.96
	"Oneida County, NY"	"36065"	"2016"	"2016"	"August"	"8"	"No"	"2"	167	3395.98	27.90	38.76	38.53
	"Oneida County, NY"	"36065"	"2016"	"2016"	"September"	"9"	"Yes"	"1"	37	3121.95	27.27	38.86	38.57
	"Oneida County, NY"	"36065"	"2016"	"2016"	"September"	"9"	"No"	"2"	172	3330.43	28.35	38.87	38.65
	"Oneida County, NY"	"36065"	"2016"	"2016"	"October"	"10"	"Yes"	"1"	30	3211.57	27.53	38.80	38.70
	"Oneida County, NY"	"36065"	"2016"	"2016"	"October"	"10"	"No"	"2"	172	3386.55	28.67	39.08	38.75
	"Oneida County, NY"	"36065"	"2016"	"2016"	"November"	"11"	"Yes"	"1"	20	3025.50	27.80	38.70	38.55
	"Oneida County, NY"	"36065"	"2016"	"2016"	"November"	"11"	"No"	"2"	172	3319.98	27.72	38.95	38.56
	"Oneida County, NY"	"36065"	"2016"	"2016"	"December"	"12"	"Yes"	"1"	36	3004.53	26.83	38.75	38.03
	"Oneida County, NY"	"36065"	"2016"	"2016"	"December"	"12"	"No"	"2"	198	3339.06	28.62	38.43	38.55
	"Oneida County, NY"	"36065"	"2017"	"2017"	"January"	"1"	"Yes"	"1"	19	2962.84	27.68	38.21	37.84
	"Oneida County, NY"	"36065"	"2017"	"2017"	"January"	"1"	"No"	"2"	154	3329.89	27.62	38.68	38.63
	"Oneida County, NY"	"36065"	"2017"	"2017"	"February"	"2"	"Yes"	"1"	22	3016.86	27.27	38.82	38.73
	"Oneida County, NY"	"36065"	"2017"	"2017"	"February"	"2"	"No"	"2"	165	3304.11	27.35	38.59	38.51
	"Oneida County, NY"	"36065"	"2017"	"2017"	"March"	"3"	"Yes"	"1"	25	3276.76	26.60	39.36	39.12
	"Oneida County, NY"	"36065"	"2017"	"2017"	"March"	"3"	"No"	"2"	151	3314.95	27.92	39.10	38.85
	"Oneida County, NY"	"36065"	"2017"	"2017"	"April"	"4"	"Yes"	"1"	22	3023.45	24.82	38.00	37.55
	"Oneida County, NY"	"36065"	"2017"	"2017"	"April"	"4"	"No"	"2"	175	3387.63	28.17	38.79	38.67
	"Oneida County, NY"	"36065"	"2017"	"2017"	"May"	"5"	"Yes"	"1"	30	2813.60	28.37	37.70	37.00
	"Oneida County, NY"	"36065"	"2017"	"2017"	"May"	"5"	"No"	"2"	215	3302.77	29.44	38.52	38.47
	"Oneida County, NY"	"36065"	"2017"	"2017"	"June"	"6"	"Yes"	"1"	32	3035.03	27.97	38.66	38.41
	"Oneida County, NY"	"36065"	"2017"	"2017"	"June"	"6"	"No"	"2"	201	3424.71	28.10	39.35	38.86
	"Oneida County, NY"	"36065"	"2017"	"2017"	"July"	"7"	"Yes"	"1"	36	3186.83	27.61	38.61	38.42
	"Oneida County, NY"	"36065"	"2017"	"2017"	"July"	"7"	"No"	"2"	193	3322.96	28.62	38.75	38.66
	"Oneida County, NY"	"36065"	"2017"	"2017"	"August"	"8"	"Yes"	"1"	41	3052.83	27.39	38.76	38.34
	"Oneida County, NY"	"36065"	"2017"	"2017"	"August"	"8"	"No"	"2"	252	3387.69	28.28	38.99	38.84
	"Oneida County, NY"	"36065"	"2017"	"2017"	"September"	"9"	"Yes"	"1"	35	2953.60	28.17	39.63	38.40
	"Oneida County, NY"	"36065"	"2017"	"2017"	"September"	"9"	"No"	"2"	178	3308.78	28.47	38.55	38.57
	"Oneida County, NY"	"36065"	"2017"	"2017"	"October"	"10"	"Yes"	"1"	34	3029.79	26.65	37.71	37.97
	"Oneida County, NY"	"36065"	"2017"	"2017"	"October"	"10"	"No"	"2"	184	3415.24	28.60	39.06	38.86
	"Oneida County, NY"	"36065"	"2017"	"2017"	"November"	"11"	"Yes"	"1"	32	3065.38	28.03	38.19	38.09
	"Oneida County, NY"	"36065"	"2017"	"2017"	"November"	"11"	"No"	"2"	161	3270.12	28.93	38.99	38.77
	"Oneida County, NY"	"36065"	"2017"	"2017"	"December"	"12"	"Yes"	"1"	30	2916.37	27.47	37.57	37.27
	"Oneida County, NY"	"36065"	"2017"	"2017"	"December"	"12"	"No"	"2"	168	3347.43	28.59	38.88	38.73
	"Onondaga County, NY"	"36067"	"2007"	"2007"	"January"	"1"	"Yes"	"1"	89	3135.00	26.55	38.85	38.67
	"Onondaga County, NY"	"36067"	"2007"	"2007"	"January"	"1"	"No"	"2"	345	3265.52	28.34	38.42	38.42
	"Onondaga County, NY"	"36067"	"2007"	"2007"	"February"	"2"	"Yes"	"1"	91	3103.23	24.70	38.96	38.59
	"Onondaga County, NY"	"36067"	"2007"	"2007"	"February"	"2"	"No"	"2"	347	3318.20	28.34	38.67	38.60
	"Onondaga County, NY"	"36067"	"2007"	"2007"	"March"	"3"	"Yes"	"1"	92	3242.78	25.38	38.62	38.66
	"Onondaga County, NY"	"36067"	"2007"	"2007"	"March"	"3"	"No"	"2"	351	3351.20	28.02	38.85	38.81
	"Onondaga County, NY"	"36067"	"2007"	"2007"	"April"	"4"	"Yes"	"1"	83	3180.60	25.43	38.66	38.60
	"Onondaga County, NY"	"36067"	"2007"	"2007"	"April"	"4"	"No"	"2"	407	3322.76	28.28	38.66	38.50
	"Onondaga County, NY"	"36067"	"2007"	"2007"	"May"	"5"	"Yes"	"1"	85	3200.66	24.56	38.66	38.89
	"Onondaga County, NY"	"36067"	"2007"	"2007"	"May"	"5"	"No"	"2"	391	3393.57	29.26	38.86	38.70
	"Onondaga County, NY"	"36067"	"2007"	"2007"	"June"	"6"	"Yes"	"1"	81	3081.77	25.68	38.27	38.16
	"Onondaga County, NY"	"36067"	"2007"	"2007"	"June"	"6"	"No"	"2"	399	3331.22	28.13	38.75	38.61
	"Onondaga County, NY"	"36067"	"2007"	"2007"	"July"	"7"	"Yes"	"1"	93	3223.74	25.56	38.46	38.75
	"Onondaga County, NY"	"36067"	"2007"	"2007"	"July"	"7"	"No"	"2"	393	3384.35	28.68	38.69	38.72
	"Onondaga County, NY"	"36067"	"2007"	"2007"	"August"	"8"	"Yes"	"1"	89	3157.00	25.61	39.13	38.79
	"Onondaga County, NY"	"36067"	"2007"	"2007"	"August"	"8"	"No"	"2"	394	3353.36	27.79	38.82	38.78
	"Onondaga County, NY"	"36067"	"2007"	"2007"	"September"	"9"	"Yes"	"1"	86	2986.21	26.16	38.07	37.80
	"Onondaga County, NY"	"36067"	"2007"	"2007"	"September"	"9"	"No"	"2"	372	3358.88	28.27	38.68	38.57
	"Onondaga County, NY"	"36067"	"2007"	"2007"	"October"	"10"	"Yes"	"1"	86	3097.28	25.43	38.23	38.40
	"Onondaga County, NY"	"36067"	"2007"	"2007"	"October"	"10"	"No"	"2"	375	3337.97	28.32	38.65	38.57
	"Onondaga County, NY"	"36067"	"2007"	"2007"	"November"	"11"	"Yes"	"1"	93	3081.86	25.10	38.80	38.31
	"Onondaga County, NY"	"36067"	"2007"	"2007"	"November"	"11"	"No"	"2"	369	3372.50	28.11	38.80	38.78
	"Onondaga County, NY"	"36067"	"2007"	"2007"	"December"	"12"	"Yes"	"1"	81	3157.91	26.26	38.30	38.23
	"Onondaga County, NY"	"36067"	"2007"	"2007"	"December"	"12"	"No"	"2"	324	3242.24	28.12	38.44	38.23
	"Onondaga County, NY"	"36067"	"2008"	"2008"	"January"	"1"	"Yes"	"1"	82	3113.00	25.66	38.79	38.50
	"Onondaga County, NY"	"36067"	"2008"	"2008"	"January"	"1"	"No"	"2"	330	3378.18	29.05	38.75	38.64
	"Onondaga County, NY"	"36067"	"2008"	"2008"	"February"	"2"	"Yes"	"1"	92	3201.89	25.03	38.49	38.57
	"Onondaga County, NY"	"36067"	"2008"	"2008"	"February"	"2"	"No"	"2"	334	3371.02	28.22	38.69	38.61
	"Onondaga County, NY"	"36067"	"2008"	"2008"	"March"	"3"	"Yes"	"1"	90	3204.46	26.00	38.69	38.47
	"Onondaga County, NY"	"36067"	"2008"	"2008"	"March"	"3"	"No"	"2"	389	3355.32	28.83	38.70	38.60
	"Onondaga County, NY"	"36067"	"2008"	"2008"	"April"	"4"	"Yes"	"1"	78	3215.94	25.53	39.04	38.59
	"Onondaga County, NY"	"36067"	"2008"	"2008"	"April"	"4"	"No"	"2"	390	3370.96	28.55	38.89	38.65
	"Onondaga County, NY"	"36067"	"2008"	"2008"	"May"	"5"	"Yes"	"1"	78	3152.26	24.49	39.04	38.69
	"Onondaga County, NY"	"36067"	"2008"	"2008"	"May"	"5"	"No"	"2"	383	3394.84	28.29	38.96	38.74
	"Onondaga County, NY"	"36067"	"2008"	"2008"	"June"	"6"	"Yes"	"1"	84	3259.38	25.52	39.17	38.89
	"Onondaga County, NY"	"36067"	"2008"	"2008"	"June"	"6"	"No"	"2"	374	3361.68	28.59	38.84	38.77
	"Onondaga County, NY"	"36067"	"2008"	"2008"	"July"	"7"	"Yes"	"1"	101	3161.34	25.10	38.72	38.38
	"Onondaga County, NY"	"36067"	"2008"	"2008"	"July"	"7"	"No"	"2"	425	3345.11	28.63	38.75	38.66
	"Onondaga County, NY"	"36067"	"2008"	"2008"	"August"	"8"	"Yes"	"1"	96	3091.94	25.11	38.59	38.12
	"Onondaga County, NY"	"36067"	"2008"	"2008"	"August"	"8"	"No"	"2"	399	3360.02	28.37	38.74	38.54
	"Onondaga County, NY"	"36067"	"2008"	"2008"	"September"	"9"	"Yes"	"1"	92	3179.36	25.65	39.07	38.88
	"Onondaga County, NY"	"36067"	"2008"	"2008"	"September"	"9"	"No"	"2"	412	3335.68	28.31	38.98	38.74
	"Onondaga County, NY"	"36067"	"2008"	"2008"	"October"	"10"	"Yes"	"1"	76	3249.93	25.76	38.87	38.62
	"Onondaga County, NY"	"36067"	"2008"	"2008"	"October"	"10"	"No"	"2"	401	3339.04	28.23	38.93	38.65
	"Onondaga County, NY"	"36067"	"2008"	"2008"	"November"	"11"	"Yes"	"1"	77	3127.74	25.40	39.44	38.90
	"Onondaga County, NY"	"36067"	"2008"	"2008"	"November"	"11"	"No"	"2"	326	3316.35	27.81	38.68	38.51
	"Onondaga County, NY"	"36067"	"2008"	"2008"	"December"	"12"	"Yes"	"1"	94	3231.98	26.23	38.96	38.96
	"Onondaga County, NY"	"36067"	"2008"	"2008"	"December"	"12"	"No"	"2"	345	3374.58	27.95	38.93	38.64
	"Onondaga County, NY"	"36067"	"2009"	"2009"	"January"	"1"	"Yes"	"1"	82	3114.90	24.33	38.56	38.20
	"Onondaga County, NY"	"36067"	"2009"	"2009"	"January"	"1"	"No"	"2"	315	3331.50	28.23	38.97	38.71
	"Onondaga County, NY"	"36067"	"2009"	"2009"	"February"	"2"	"Yes"	"1"	82	3201.02	26.80	39.06	38.72
	"Onondaga County, NY"	"36067"	"2009"	"2009"	"February"	"2"	"No"	"2"	348	3350.91	28.80	38.96	38.66
	"Onondaga County, NY"	"36067"	"2009"	"2009"	"March"	"3"	"Yes"	"1"	95	3249.99	25.47	38.84	38.62
	"Onondaga County, NY"	"36067"	"2009"	"2009"	"March"	"3"	"No"	"2"	336	3375.09	27.87	38.84	38.69
	"Onondaga County, NY"	"36067"	"2009"	"2009"	"April"	"4"	"Yes"	"1"	75	3120.53	25.96	38.56	38.40
	"Onondaga County, NY"	"36067"	"2009"	"2009"	"April"	"4"	"No"	"2"	400	3337.00	28.12	38.95	38.76
	"Onondaga County, NY"	"36067"	"2009"	"2009"	"May"	"5"	"Yes"	"1"	74	3184.20	26.50	38.54	38.96
	"Onondaga County, NY"	"36067"	"2009"	"2009"	"May"	"5"	"No"	"2"	437	3371.97	28.62	38.68	38.64
	"Onondaga County, NY"	"36067"	"2009"	"2009"	"June"	"6"	"Yes"	"1"	85	3076.11	26.41	38.61	38.18
	"Onondaga County, NY"	"36067"	"2009"	"2009"	"June"	"6"	"No"	"2"	370	3310.36	27.69	38.59	38.40
	"Onondaga County, NY"	"36067"	"2009"	"2009"	"July"	"7"	"Yes"	"1"	98	3174.06	25.49	38.87	38.67
	"Onondaga County, NY"	"36067"	"2009"	"2009"	"July"	"7"	"No"	"2"	414	3335.00	28.13	38.74	38.73
	"Onondaga County, NY"	"36067"	"2009"	"2009"	"August"	"8"	"Yes"	"1"	88	3117.49	25.34	38.82	38.25
	"Onondaga County, NY"	"36067"	"2009"	"2009"	"August"	"8"	"No"	"2"	415	3363.24	28.27	39.05	38.75
	"Onondaga County, NY"	"36067"	"2009"	"2009"	"September"	"9"	"Yes"	"1"	102	3234.17	26.26	39.21	38.81
	"Onondaga County, NY"	"36067"	"2009"	"2009"	"September"	"9"	"No"	"2"	388	3401.42	28.21	39.15	38.90
	"Onondaga County, NY"	"36067"	"2009"	"2009"	"October"	"10"	"Yes"	"1"	93	3028.96	26.40	38.43	38.14
	"Onondaga County, NY"	"36067"	"2009"	"2009"	"October"	"10"	"No"	"2"	359	3355.98	27.81	38.82	38.74
	"Onondaga County, NY"	"36067"	"2009"	"2009"	"November"	"11"	"Yes"	"1"	61	3242.26	25.89	38.70	38.85
	"Onondaga County, NY"	"36067"	"2009"	"2009"	"November"	"11"	"No"	"2"	336	3341.86	28.20	38.89	38.71
	"Onondaga County, NY"	"36067"	"2009"	"2009"	"December"	"12"	"Yes"	"1"	89	2979.36	26.40	38.11	37.97
	"Onondaga County, NY"	"36067"	"2009"	"2009"	"December"	"12"	"No"	"2"	333	3242.33	28.42	38.55	38.50
	"Onondaga County, NY"	"36067"	"2010"	"2010"	"January"	"1"	"Yes"	"1"	82	3156.28	25.84	38.80	38.65
	"Onondaga County, NY"	"36067"	"2010"	"2010"	"January"	"1"	"No"	"2"	337	3337.75	28.56	38.88	38.77
	"Onondaga County, NY"	"36067"	"2010"	"2010"	"February"	"2"	"Yes"	"1"	77	3179.14	25.58	38.96	38.69
	"Onondaga County, NY"	"36067"	"2010"	"2010"	"February"	"2"	"No"	"2"	330	3385.27	28.31	38.89	38.79
	"Onondaga County, NY"	"36067"	"2010"	"2010"	"March"	"3"	"Yes"	"1"	94	3202.21	24.76	38.82	38.70
	"Onondaga County, NY"	"36067"	"2010"	"2010"	"March"	"3"	"No"	"2"	414	3284.11	28.08	38.69	38.58
	"Onondaga County, NY"	"36067"	"2010"	"2010"	"April"	"4"	"Yes"	"1"	73	3245.57	25.44	38.86	38.84
	"Onondaga County, NY"	"36067"	"2010"	"2010"	"April"	"4"	"No"	"2"	366	3366.21	28.72	38.86	38.70
	"Onondaga County, NY"	"36067"	"2010"	"2010"	"May"	"5"	"Yes"	"1"	83	3067.43	26.70	38.58	38.45
	"Onondaga County, NY"	"36067"	"2010"	"2010"	"May"	"5"	"No"	"2"	359	3330.19	28.26	38.74	38.57
	"Onondaga County, NY"	"36067"	"2010"	"2010"	"June"	"6"	"Yes"	"1"	67	3094.31	26.24	38.69	38.46
	"Onondaga County, NY"	"36067"	"2010"	"2010"	"June"	"6"	"No"	"2"	409	3343.39	28.29	38.89	38.84
	"Onondaga County, NY"	"36067"	"2010"	"2010"	"July"	"7"	"Yes"	"1"	88	3010.00	25.68	38.69	38.35
	"Onondaga County, NY"	"36067"	"2010"	"2010"	"July"	"7"	"No"	"2"	408	3329.11	28.60	39.14	38.89
	"Onondaga County, NY"	"36067"	"2010"	"2010"	"August"	"8"	"Yes"	"1"	81	3058.33	26.00	38.90	38.73
	"Onondaga County, NY"	"36067"	"2010"	"2010"	"August"	"8"	"No"	"2"	364	3344.49	28.09	38.86	38.73
	"Onondaga County, NY"	"36067"	"2010"	"2010"	"September"	"9"	"Yes"	"1"	74	3179.85	25.31	38.72	38.53
	"Onondaga County, NY"	"36067"	"2010"	"2010"	"September"	"9"	"No"	"2"	366	3335.40	28.51	38.99	38.71
	"Onondaga County, NY"	"36067"	"2010"	"2010"	"October"	"10"	"Yes"	"1"	78	3077.82	26.88	38.63	38.58
	"Onondaga County, NY"	"36067"	"2010"	"2010"	"October"	"10"	"No"	"2"	351	3392.07	28.81	38.98	38.87
	"Onondaga County, NY"	"36067"	"2010"	"2010"	"November"	"11"	"Yes"	"1"	87	3136.90	25.57	38.74	38.49
	"Onondaga County, NY"	"36067"	"2010"	"2010"	"November"	"11"	"No"	"2"	340	3388.36	28.06	38.99	38.90
	"Onondaga County, NY"	"36067"	"2010"	"2010"	"December"	"12"	"Yes"	"1"	74	3020.51	27.27	38.08	37.97
	"Onondaga County, NY"	"36067"	"2010"	"2010"	"December"	"12"	"No"	"2"	347	3288.71	27.76	38.64	38.56
	"Onondaga County, NY"	"36067"	"2011"	"2011"	"January"	"1"	"Yes"	"1"	73	3145.25	26.10	38.73	38.36
	"Onondaga County, NY"	"36067"	"2011"	"2011"	"January"	"1"	"No"	"2"	352	3290.74	27.83	38.73	38.61
	"Onondaga County, NY"	"36067"	"2011"	"2011"	"February"	"2"	"Yes"	"1"	80	3261.30	27.46	38.91	38.77
	"Onondaga County, NY"	"36067"	"2011"	"2011"	"February"	"2"	"No"	"2"	307	3371.22	28.90	39.04	38.76
	"Onondaga County, NY"	"36067"	"2011"	"2011"	"March"	"3"	"Yes"	"1"	80	3230.69	26.21	39.06	38.80
	"Onondaga County, NY"	"36067"	"2011"	"2011"	"March"	"3"	"No"	"2"	361	3348.11	28.76	38.98	38.75
	"Onondaga County, NY"	"36067"	"2011"	"2011"	"April"	"4"	"Yes"	"1"	65	3180.43	25.92	38.66	38.25
	"Onondaga County, NY"	"36067"	"2011"	"2011"	"April"	"4"	"No"	"2"	372	3401.01	28.17	39.24	38.99
	"Onondaga County, NY"	"36067"	"2011"	"2011"	"May"	"5"	"Yes"	"1"	79	3124.54	25.53	38.38	37.97
	"Onondaga County, NY"	"36067"	"2011"	"2011"	"May"	"5"	"No"	"2"	398	3388.13	28.49	39.24	38.95
	"Onondaga County, NY"	"36067"	"2011"	"2011"	"June"	"6"	"Yes"	"1"	82	3158.44	25.26	38.48	38.23
	"Onondaga County, NY"	"36067"	"2011"	"2011"	"June"	"6"	"No"	"2"	385	3326.39	28.21	38.85	38.75
	"Onondaga County, NY"	"36067"	"2011"	"2011"	"July"	"7"	"Yes"	"1"	69	3155.38	26.55	38.80	38.48
	"Onondaga County, NY"	"36067"	"2011"	"2011"	"July"	"7"	"No"	"2"	396	3397.09	28.55	39.03	38.90
	"Onondaga County, NY"	"36067"	"2011"	"2011"	"August"	"8"	"Yes"	"1"	92	3141.58	26.51	38.80	38.51
	"Onondaga County, NY"	"36067"	"2011"	"2011"	"August"	"8"	"No"	"2"	429	3373.42	28.83	38.87	38.83
	"Onondaga County, NY"	"36067"	"2011"	"2011"	"September"	"9"	"Yes"	"1"	81	3072.91	26.70	38.94	38.47
	"Onondaga County, NY"	"36067"	"2011"	"2011"	"September"	"9"	"No"	"2"	394	3314.87	28.88	38.77	38.61
	"Onondaga County, NY"	"36067"	"2011"	"2011"	"October"	"10"	"Yes"	"1"	73	3177.63	25.64	38.90	38.58
	"Onondaga County, NY"	"36067"	"2011"	"2011"	"October"	"10"	"No"	"2"	380	3347.39	28.13	38.93	38.80
	"Onondaga County, NY"	"36067"	"2011"	"2011"	"November"	"11"	"Yes"	"1"	77	3266.21	25.84	38.99	38.92
	"Onondaga County, NY"	"36067"	"2011"	"2011"	"November"	"11"	"No"	"2"	367	3308.37	28.12	38.69	38.59
	"Onondaga County, NY"	"36067"	"2011"	"2011"	"December"	"12"	"Yes"	"1"	76	3052.16	26.76	38.04	38.04
	"Onondaga County, NY"	"36067"	"2011"	"2011"	"December"	"12"	"No"	"2"	358	3356.84	27.78	38.87	38.78
	"Onondaga County, NY"	"36067"	"2012"	"2012"	"January"	"1"	"Yes"	"1"	80	3017.76	26.45	38.49	38.26
	"Onondaga County, NY"	"36067"	"2012"	"2012"	"January"	"1"	"No"	"2"	322	3338.07	27.85	38.80	38.73
	"Onondaga County, NY"	"36067"	"2012"	"2012"	"February"	"2"	"Yes"	"1"	85	3245.46	27.13	39.52	38.96
	"Onondaga County, NY"	"36067"	"2012"	"2012"	"February"	"2"	"No"	"2"	357	3340.71	28.57	39.29	38.87
	"Onondaga County, NY"	"36067"	"2012"	"2012"	"March"	"3"	"Yes"	"1"	61	3084.67	25.89	38.26	38.36
	"Onondaga County, NY"	"36067"	"2012"	"2012"	"March"	"3"	"No"	"2"	388	3354.29	28.95	38.91	38.78
	"Onondaga County, NY"	"36067"	"2012"	"2012"	"April"	"4"	"Yes"	"1"	79	3177.80	25.72	38.70	38.73
	"Onondaga County, NY"	"36067"	"2012"	"2012"	"April"	"4"	"No"	"2"	346	3397.34	28.36	39.19	38.96
	"Onondaga County, NY"	"36067"	"2012"	"2012"	"May"	"5"	"Yes"	"1"	68	3156.07	26.59	39.13	38.71
	"Onondaga County, NY"	"36067"	"2012"	"2012"	"May"	"5"	"No"	"2"	399	3420.40	28.26	39.19	38.94
	"Onondaga County, NY"	"36067"	"2012"	"2012"	"June"	"6"	"Yes"	"1"	73	3178.73	25.71	38.79	38.70
	"Onondaga County, NY"	"36067"	"2012"	"2012"	"June"	"6"	"No"	"2"	358	3402.35	28.15	39.18	38.89
	"Onondaga County, NY"	"36067"	"2012"	"2012"	"July"	"7"	"Yes"	"1"	85	3263.14	25.54	39.29	38.87
	"Onondaga County, NY"	"36067"	"2012"	"2012"	"July"	"7"	"No"	"2"	402	3333.13	28.44	39.03	38.76
	"Onondaga County, NY"	"36067"	"2012"	"2012"	"August"	"8"	"Yes"	"1"	71	3230.04	26.04	39.44	39.04
	"Onondaga County, NY"	"36067"	"2012"	"2012"	"August"	"8"	"No"	"2"	386	3312.11	28.27	38.97	38.77
	"Onondaga County, NY"	"36067"	"2012"	"2012"	"September"	"9"	"Yes"	"1"	92	3063.86	25.68	38.43	38.32
	"Onondaga County, NY"	"36067"	"2012"	"2012"	"September"	"9"	"No"	"2"	386	3357.11	28.61	39.01	38.83
	"Onondaga County, NY"	"36067"	"2012"	"2012"	"October"	"10"	"Yes"	"1"	77	3182.06	26.39	39.04	38.78
	"Onondaga County, NY"	"36067"	"2012"	"2012"	"October"	"10"	"No"	"2"	393	3400.21	28.60	38.99	38.84
	"Onondaga County, NY"	"36067"	"2012"	"2012"	"November"	"11"	"Yes"	"1"	63	3136.52	26.49	38.62	38.29
	"Onondaga County, NY"	"36067"	"2012"	"2012"	"November"	"11"	"No"	"2"	325	3353.06	28.67	38.71	38.65
	"Onondaga County, NY"	"36067"	"2012"	"2012"	"December"	"12"	"Yes"	"1"	69	3220.90	26.28	39.06	38.51
	"Onondaga County, NY"	"36067"	"2012"	"2012"	"December"	"12"	"No"	"2"	361	3294.10	28.39	38.88	38.57
	"Onondaga County, NY"	"36067"	"2013"	"2013"	"January"	"1"	"Yes"	"1"	69	3157.41	26.51	38.81	38.64
	"Onondaga County, NY"	"36067"	"2013"	"2013"	"January"	"1"	"No"	"2"	395	3314.92	28.97	38.81	38.67
	"Onondaga County, NY"	"36067"	"2013"	"2013"	"February"	"2"	"Yes"	"1"	74	3151.34	25.97	38.38	38.23
	"Onondaga County, NY"	"36067"	"2013"	"2013"	"February"	"2"	"No"	"2"	355	3364.27	28.27	39.08	38.96
	"Onondaga County, NY"	"36067"	"2013"	"2013"	"March"	"3"	"Yes"	"1"	50	3188.44	25.34	38.78	38.76
	"Onondaga County, NY"	"36067"	"2013"	"2013"	"March"	"3"	"No"	"2"	355	3348.03	28.73	38.77	38.58
	"Onondaga County, NY"	"36067"	"2013"	"2013"	"April"	"4"	"Yes"	"1"	60	3038.00	27.38	38.52	38.17
	"Onondaga County, NY"	"36067"	"2013"	"2013"	"April"	"4"	"No"	"2"	373	3390.83	28.37	39.16	38.89
	"Onondaga County, NY"	"36067"	"2013"	"2013"	"May"	"5"	"Yes"	"1"	57	3273.88	25.42	39.05	38.53
	"Onondaga County, NY"	"36067"	"2013"	"2013"	"May"	"5"	"No"	"2"	391	3401.17	28.59	39.01	38.93
	"Onondaga County, NY"	"36067"	"2013"	"2013"	"June"	"6"	"Yes"	"1"	60	3273.45	28.87	39.13	38.82
	"Onondaga County, NY"	"36067"	"2013"	"2013"	"June"	"6"	"No"	"2"	392	3353.81	28.92	38.97	38.79
	"Onondaga County, NY"	"36067"	"2013"	"2013"	"July"	"7"	"Yes"	"1"	56	3101.38	27.39	38.95	38.68
	"Onondaga County, NY"	"36067"	"2013"	"2013"	"July"	"7"	"No"	"2"	382	3392.71	27.97	39.03	38.97
	"Onondaga County, NY"	"36067"	"2013"	"2013"	"August"	"8"	"Yes"	"1"	76	2970.92	25.82	38.14	37.67
	"Onondaga County, NY"	"36067"	"2013"	"2013"	"August"	"8"	"No"	"2"	392	3359.04	28.76	38.86	38.73
	"Onondaga County, NY"	"36067"	"2013"	"2013"	"September"	"9"	"Yes"	"1"	64	3093.81	27.20	38.94	38.84
	"Onondaga County, NY"	"36067"	"2013"	"2013"	"September"	"9"	"No"	"2"	347	3380.83	28.70	39.16	38.96
	"Onondaga County, NY"	"36067"	"2013"	"2013"	"October"	"10"	"Yes"	"1"	64	3324.14	27.59	39.28	39.09
	"Onondaga County, NY"	"36067"	"2013"	"2013"	"October"	"10"	"No"	"2"	388	3337.08	28.05	38.87	38.68
	"Onondaga County, NY"	"36067"	"2013"	"2013"	"November"	"11"	"Yes"	"1"	75	3130.48	26.17	38.71	38.43
	"Onondaga County, NY"	"36067"	"2013"	"2013"	"November"	"11"	"No"	"2"	346	3309.38	28.27	38.80	38.62
	"Onondaga County, NY"	"36067"	"2013"	"2013"	"December"	"12"	"Yes"	"1"	79	2896.09	26.73	38.25	38.18
	"Onondaga County, NY"	"36067"	"2013"	"2013"	"December"	"12"	"No"	"2"	342	3364.77	28.48	38.90	38.74
	"Onondaga County, NY"	"36067"	"2014"	"2014"	"January"	"1"	"Yes"	"1"	66	3091.67	26.05	38.62	38.45
	"Onondaga County, NY"	"36067"	"2014"	"2014"	"January"	"1"	"No"	"2"	336	3339.94	28.19	38.84	38.70
	"Onondaga County, NY"	"36067"	"2014"	"2014"	"February"	"2"	"Yes"	"1"	54	3149.85	26.63	38.89	38.46
	"Onondaga County, NY"	"36067"	"2014"	"2014"	"February"	"2"	"No"	"2"	315	3345.38	28.69	38.75	38.63
	"Onondaga County, NY"	"36067"	"2014"	"2014"	"March"	"3"	"Yes"	"1"	67	3123.88	25.57	39.09	38.88
